source_book,word,pos,meaning_zh
高考3500词,apology,noun,道歉；歉意
高考3500词,appeal,verb,呼吁，吸引
高考3500词,appear,verb,出现
高考3500词,appearance,noun,出现，露面；容貌
高考3500词,appetite,noun,胃口，欲望
高考3500词,applaud,verb,喝彩，称赞
高考3500词,apple,noun,苹果
高考3500词,applicant,noun,申请者
高考3500词,application,noun,申请
高考3500词,apply,verb,申请
高考3500词,appoint,verb,约定，任命
高考3500词,appointment,noun,约会
高考3500词,appreciate,verb,欣赏； 感激
高考3500词,appreciation,noun,欣赏，感激
高考3500词,approach,verb,接近，靠近，n. 方法
高考3500词,appropriate,adjective,适当的
高考3500词,approval,noun,赞成
高考3500词,approve,verb,赞成，满意
高考3500词,approximately,adverb,大约
高考3500词,April,noun,4月
高考3500词,area,noun,面积；地域，地方
高考3500词,argue,verb,争辩， 争论
高考3500词,argument,noun,争论，辩论
高考3500词,arithmetic,noun,算术
高考3500词,arm,noun,"臂, 支架"
高考3500词,arm,verb,以……装备，武装起来
高考3500词,army,noun,军队
高考3500词,around,adverb,在周围；在附近
高考3500词,arrange,verb,安排，布置
高考3500词,arrangement,noun,安排，布置
高考3500词,arrest,verb,逮捕，拘留
高考3500词,arrival,noun,到来，到达
高考3500词,arrive,verb,到达；达到
高考3500词,arrow,noun,箭；箭头
高考3500词,art,noun,艺术，美术；技艺
高考3500词,article,noun,文章；东西，物品；冠词
高考3500词,artificial,adjective,人造的，假的
高考3500词,artist,noun,艺术家
高考3500词,as,adverb/conjunction,像……一样；如同；因为
高考3500词,ash,noun,灰； 灰末
高考3500词,Asia,noun,亚洲
高考3500词,Asian,adjective,亚洲的，亚洲人的n. 亚洲人
高考3500词,aside,adverb,在旁边
高考3500词,ask,verb,问，询问；请求，要求；邀请
高考3500词,asleep,adjective,睡着的，熟睡
高考3500词,aspect,noun,方面
高考3500词,assess,verb,估定，评定
高考3500词,assist,verb,援助，帮助
高考3500词,assistance,noun,援助，帮助
高考3500词,associate,verb,使。。联系
高考3500词,association,noun,协会，社团
高考3500词,assumption,noun,假定，设想
高考3500词,assistant,noun,助手，助理
高考3500词,astonish,verb,使惊讶
高考3500词,astronaut,noun,宇航员
高考3500词,astronomy,noun,天文学
高考3500词,athlete,noun,运动员
高考3500词,Atlantic,adjective,大西洋的
高考3500词,atmosphere,noun,大气；气氛
高考3500词,atom,noun,原子，微粒
高考3500词,attach,verb,系上，贴上，隶属于
高考3500词,attack,verb,攻击，袭击
高考3500词,attempt,verb,试图，尝试
高考3500词,attend,verb,看护，照料，服侍；出席，参加
高考3500词,attention,noun,注意，关心
高考3500词,attitude,noun,态度，看法
高考3500词,attract,verb,吸引，引起
高考3500词,attractive,adjective,迷人的，有吸引力的
高考3500词,audience,noun,观众，听众
高考3500词,author,noun,作者，作家
高考3500词,August,noun,8月
高考3500词,aunt,noun,伯母；舅母；婶；姑；姨
高考3500词,Australia*,noun,澳洲；澳大利亚
高考3500词,Australian,adjective,澳洲的
高考3500词,authority,noun,权威，威信
高考3500词,automatic,adjective,自动的，机械的
高考3500词,available,adjective,可利用的，有空的
高考3500词,avenue,noun,大道
高考3500词,average,adjective,平均的；普通的 n. 平均数
高考3500词,avoid,verb,避免，躲开，逃避
高考3500词,award,noun,奖品，奖励
高考3500词,away,adverb,离开；远离
高考3500词,awful,adjective,可怕的，糟糕的
高考3500词,awkward,adjective,笨拙的
高考3500词,baby,noun,婴儿
高考3500词,bachelor,noun,单身汉，文学学士
高考3500词,back,adverb,回（原处）；向后
高考3500词,backache,noun,背痛
高考3500词,background,noun,背景
高考3500词,backward,adverb,向后
高考3500词,bacon,noun,咸猪肉；熏猪肉
高考3500词,bacterium,noun,细菌
高考3500词,badly,adverb,坏，恶劣地
高考3500词,badminton,noun,羽毛球
高考3500词,bag,noun,书包；提包；袋子
高考3500词,baggage,noun,行李
高考3500词,bake,verb,烤； 烘（面包）
高考3500词,bakery,noun,面包店
高考3500词,balance,noun,平衡
高考3500词,ball,noun,球
高考3500词,ball,noun,舞会
高考3500词,ballet,noun,芭蕾舞
高考3500词,balloon,noun,气球
高考3500词,bamboo,noun,竹
高考3500词,ban,noun,禁令 v. 禁止；取缔
高考3500词,banana,noun,香蕉
高考3500词,band,noun,带子，乐队
高考3500词,bare,adjective,赤裸的，无遮蔽的
高考3500词,bandage,noun,绷带
高考3500词,bang,interjection,砰
高考3500词,bank,noun,（河、海、湖的）岸，堤
高考3500词,bank,noun,银行
高考3500词,bargain,noun,廉价货 v. 讨价还价
高考3500词,bark,verb,狗叫 n. 狗叫声
高考3500词,barrier,noun,栅栏，屏障
高考3500词,base,noun,根据地，基地；
高考3500词,baseball,noun,棒球
高考3500词,basement,noun,地下室
高考3500词,basic,adjective,基本的
高考3500词,basin,noun,水盆，脸盆
高考3500词,basis,noun,基础
高考3500词,basket,noun,篮子
高考3500词,basketball,noun,篮球
高考3500词,bath,noun,洗澡；浴室；澡盆
高考3500词,bathe,verb,洗澡；游泳
高考3500词,bathroom,noun,浴室，盥洗室
高考3500词,battery,noun,电池
高考3500词,battle,noun,战斗；战役
高考3500词,bay,noun,湾； 海湾
高考3500词,BC,noun,公元前
高考3500词,be,verb,是（原形）
高考3500词,beach,noun,海滨，海滩
高考3500词,bear,verb,承受，负担
高考3500词,bear,noun,熊
高考3500词,beard,noun,（下巴上的）胡须
高考3500词,beast,noun,野兽；牲畜
高考3500词,beautiful,adjective,美的，美丽的，美观的
高考3500词,beauty,noun,美丽，美人
高考3500词,because,conjunction,因为
高考3500词,bed,noun,床
高考3500词,bedroom,noun,寝室，卧室
高考3500词,bee,noun,. 蜜蜂
高考3500词,beef,noun,牛肉
高考3500词,beer,noun,啤酒
高考3500词,before,preposition,在……以前；
高考3500词,beg,verb,请求，乞求，乞讨
高考3500词,begin,verb,开始，着手
高考3500词,beginning,noun,开始，开端
高考3500词,behave,verb,守规矩，行为
高考3500词,behaviour,noun,行为，举止
高考3500词,behind,preposition,(表示位置)在……后面
高考3500词,belief,noun,信条，信念
高考3500词,believe,verb,相信，认为
高考3500词,bell,noun,钟，铃；钟(铃)声；钟形物
高考3500词,belong,verb,属，附属
高考3500词,belongs,noun,属于
高考3500词,below,preposition,在……下面
高考3500词,belt,noun,（皮）带
高考3500词,bench,noun,长凳； 工作台
高考3500词,beneath,preposition,在……下方（面）
高考3500词,benefit,verb,利于，n.利益，好处
高考3500词,beside,preposition,在……旁边；靠近
高考3500词,betray,verb,出卖，背叛
高考3500词,between,preposition,在（两者）之间；在……中间
高考3500词,beyond,preposition,(表示位置) 在……的那边
高考3500词,bicycle,noun,自行车
高考3500词,big,adjective,大的
高考3500词,bicycle,noun,自行车
高考3500词,bid,verb,出价，报价
高考3500词,bill,noun,账单；法案，议案；
高考3500词,billion,numeral,十亿，百亿
高考3500词,biology,noun,生物（学）
高考3500词,bird,noun,鸟
高考3500词,birth,noun,出生； 诞生
高考3500词,birthday,noun,生日
高考3500词,birthplace,noun,出生地；故乡
高考3500词,biscuit,noun,饼干
高考3500词,bit,noun,一点，一些，少量的
高考3500词,bitter,adjective,有苦味的；痛苦的
高考3500词,black,noun,黑色 a. 黑色的
高考3500词,blackboard,noun,黑板
高考3500词,blame,noun/verb,责备； 责怪
高考3500词,blank,noun/adjective,空格，空白（处）；空的；
高考3500词,blanket,noun,毛毯，毯子
高考3500词,bleed,verb,出血，流血
高考3500词,bless,verb,保佑，降福
高考3500词,blind,adjective,瞎的
高考3500词,block,noun,大块；街区；vt. 阻塞；阻挡
高考3500词,blood,noun,血，血液
高考3500词,blouse,noun,宽罩衫；短上衣
高考3500词,blue,noun,蓝色 a.蓝色的
高考3500词,blue,adjective,悲伤的；沮丧的
高考3500词,board,noun,木板；布告牌v. 上（船、飞机）
高考3500词,boat,noun,小船，小舟
高考3500词,body,noun,身体
高考3500词,boil,verb,沸腾；烧开；煮……
高考3500词,bomb,noun,炸弹 v. 轰炸
高考3500词,Bonus,noun,奖金，红利
高考3500词,bone,noun,骨头，骨质
高考3500词,book,noun,书；本子 v. 预定
高考3500词,boom,noun,繁荣，隆隆声，发出隆隆声
高考3500词,boot,noun,长统靴；靴
高考3500词,border,noun,边缘；边境，国界
高考3500词,bored,adjective,乏味的，无聊的
高考3500词,boring,adjective,乏味的，无聊的
高考3500词,born,adjective,出生
高考3500词,borrow,verb,（向别人）借用；借
高考3500词,boss,noun,领班；老板
高考3500词,both,adjective,两；双 pron. 两者；双方
高考3500词,bother,verb,烦扰，打扰
高考3500词,bottle,noun,瓶子
高考3500词,bottom,noun,底部；底
高考3500词,bound,adjective,被束缚的；被绑的；有义务的
高考3500词,boundary,noun,边界
高考3500词,bow,verb/noun,鞠躬，弯腰行礼
高考3500词,bowl,noun,碗
高考3500词,box,noun,盒子，箱子
高考3500词,boxing,noun,拳击（运动）
高考3500词,boy,noun,男孩
高考3500词,brain,noun,脑（子）
高考3500词,brake,noun,闸 vi. 刹车
高考3500词,branch,noun,树枝；分枝；分公司
高考3500词,brave,adjective,勇敢的
高考3500词,bravery,noun,勇气
高考3500词,bread,noun,面包
高考3500词,break,noun,间隙
高考3500词,breakfast,noun,早餐
高考3500词,Breakthrough,noun,突破
高考3500词,breath,noun,气息；呼吸
高考3500词,breathe,verb,呼吸
高考3500词,brick,noun,砖；砖块
高考3500词,bride,noun,新娘
高考3500词,bridegroom,noun,新郎
高考3500词,bridge,noun,桥
高考3500词,brief,adjective,简洁的
高考3500词,bright,adjective,明亮的；聪明的
高考3500词,Britain,noun,英国；不列颠
高考3500词,British,adjective,英国的；大不列颠的；
高考3500词,broad,adjective,宽的，宽大的
高考3500词,broadcast,noun,广播节目
高考3500词,broken,adjective,弄坏了的
高考3500词,broom,noun,扫帚
高考3500词,brother,noun,兄；弟
高考3500词,brotherhood,noun,兄弟般的关系
高考3500词,brown,noun,褐色，棕色 a. 棕色的
高考3500词,brunch,noun,早午饭（晚早饭）
高考3500词,brush,verb,刷；擦 n. 刷子
高考3500词,bucket,noun,铲斗；桶
高考3500词,budget,noun,预算，做预算
高考3500词,bunch,noun,串，束
高考3500词,burden,noun,担子，负担
高考3500词,building,noun,建筑物；房屋；大楼
高考3500词,burial,noun,埋葬
高考3500词,burst,verb,突然发生；
高考3500词,bury,verb,埋；葬
高考3500词,bus,noun,公共汽车
高考3500词,bush,noun,灌木丛，矮树丛
高考3500词,business,noun,职业；职责；生意
高考3500词,businessman,noun,商人（男）；男企业家
高考3500词,businesswoman,noun,商人（女）；女企业家
高考3500词,busy,adjective,忙（碌）的
高考3500词,butcher,noun/verb,肉店；屠夫 屠宰
高考3500词,butter,noun,黄油，奶油
高考3500词,butterfly,noun,蝴蝶
高考3500词,button,noun,纽扣；按钮 v. 纽扣
高考3500词,by,preposition,靠近，在……旁；
高考3500词,bye,interjection,再见
高考3500词,cab,noun,（美）出租车
高考3500词,cabbage,noun,卷心菜，洋白菜
高考3500词,cafe,noun,咖啡馆； 餐馆
高考3500词,cafeteria,noun,自助餐厅
高考3500词,cage,noun,笼；鸟笼
高考3500词,cake,noun,蛋糕，糕点；饼
高考3500词,calculate,verb,计算
高考3500词,call,noun,喊，叫；电话，通话 v. 称呼；
高考3500词,calm,adjective,镇静的； 沉着的 v. 镇静
高考3500词,camel,noun,骆驼
高考3500词,camera,noun,照相机；摄像机
高考3500词,camp,noun,（夏令）营 vi. 野营；
高考3500词,campaign,noun,战役，竞选活动
高考3500词,can,noun,（美）罐头；
高考3500词,Canada,noun,加拿大
高考3500词,Canadian,adjective,加拿大的；n. 加拿大人
高考3500词,canal,noun,运河；水道
高考3500词,cancel,verb,取消
高考3500词,cancer,noun,癌
高考3500词,candidate,noun,候选人
高考3500词,candle,noun,蜡烛
高考3500词,candy,noun,糖果
高考3500词,canteen,noun,餐厅；食堂
高考3500词,cap,noun,（无檐的或仅在前面有檐的）帽子；
高考3500词,capital,noun,首都，省会；大写；资本
高考3500词,captain,noun,上校；船长，舰长；队长
高考3500词,car,noun,汽车
高考3500词,carbon,noun,碳
高考3500词,card,noun,卡片；名片；纸牌
高考3500词,care,noun,照料，保护；小心v. 关心
高考3500词,careful,adjective,小心的，仔细的，谨慎的
高考3500词,careless,adjective,粗心的，漫不经心的
高考3500词,carpet,noun,地毯
高考3500词,carriage,noun,四轮马车；（火车）客车厢
高考3500词,carrier,noun,搬运者；媒介；
高考3500词,carrot,noun,胡萝卜
高考3500词,carry,verb,拿，搬，带，提，抬
高考3500词,cartoon,noun,动画片，卡通；漫画
高考3500词,carve,verb,刻；雕刻
高考3500词,case,noun,情况；病例；案件；真相
高考3500词,case,noun,箱；盒；容器
高考3500词,cash,noun,现金，现钞 v. 兑现
高考3500词,castle,noun,城堡
高考3500词,casual,adjective,偶然的，不经意的
高考3500词,category,noun,种类
高考3500词,cathedral,noun,大教堂（天主教）
高考3500词,cattle,noun,牛（总称），家畜
高考3500词,cause,noun,原因， vt. 引起，使发生
高考3500词,caution,noun,小心
高考3500词,cautious,adjective,小心的，谨慎的
高考3500词,cave,noun,洞，穴；
高考3500词,ceiling,noun,天花板，顶棚
高考3500词,celebrate,verb,庆祝
高考3500词,celebration,noun,庆祝；庆祝会
高考3500词,cell,noun,单人小室；［生物］ 细胞
高考3500词,cent,noun,美分（100 cents = 1 dollar）
高考3500词,centigrade,adjective,摄氏的
高考3500词,centimetre (美 cen,,timeter) n. 公分，厘米
高考3500词,central,adjective,中心的，中央的；主要的
高考3500词,century,noun,世纪，百年
高考3500词,ceremony,noun,典礼，仪式
高考3500词,certain,adjective,确定的，无疑的；一定会……
高考3500词,certainly,adverb,当然，是的；一定，无疑
高考3500词,certificate,noun,证明，证明书
高考3500词,chain,noun,链； 链条
高考3500词,chair,noun,椅子
高考3500词,chairman,noun,主席，会长；议长
高考3500词,chairwoman,noun,"女主席, 女会长；女议长"
高考3500词,chalk,noun,粉笔
高考3500词,challenge,noun,挑战(性)
高考3500词,challenging,adjective,具有挑战性的
高考3500词,champion,noun,冠军，优胜者
高考3500词,chance,noun,机会，可能性
高考3500词,changeable,adjective,易变的，变化无常的
高考3500词,change,noun,零钱；找头v. 改变；兑换
高考3500词,channel,noun,频道；通道；水渠
高考3500词,chaos,noun,混乱
高考3500词,chapter,noun,章
高考3500词,character,noun,（汉）字，字体；品格
高考3500词,characteristic,adjective,特有的，典型的
高考3500词,charge,verb,收费；索价；充电 n. 费用
高考3500词,chart,noun,图表；航海图
高考3500词,chat,noun/verb,聊天，闲谈
高考3500词,cheap,adjective,便宜的，贱
高考3500词,cheat,noun/verb,骗取，哄骗；作弊
高考3500词,check,noun,检查；批改 vt. 校对，核对
高考3500词,cheek,noun,面颊，脸蛋
高考3500词,cheer,noun/verb,欢呼； 喝彩
高考3500词,cheerful,adjective,兴高采烈的，快活的
高考3500词,cheers,noun,干杯
高考3500词,cheese,noun,奶酪
高考3500词,chef,noun,厨师
高考3500词,chemical,adjective,化学的 n. 化学品
高考3500词,chemist,noun,药剂师；化学家
高考3500词,chemistry,noun,化学
高考3500词,chess,noun,棋
高考3500词,chest,noun,箱子；盒子；胸部
高考3500词,chew,verb,咀嚼
高考3500词,chick,noun,小鸡
高考3500词,chicken,noun,鸡；鸡肉
高考3500词,chief,adjective,主要的； 首要的 n. 领导，头
高考3500词,childhood,noun,幼年时代，童年
高考3500词,chimney,noun,烟囱，烟筒
高考3500词,China,noun,中国
高考3500词,Chinese,adjective,中国的；中国人的，中文
高考3500词,chocolate,noun,巧克力
高考3500词,choice,noun,选择；抉择
高考3500词,choke,noun/verb,窒息
高考3500词,chopsticks,noun,筷子
高考3500词,christian,noun,基督教徒和天主教徒的总称
高考3500词,Christmas,noun,圣诞节
高考3500词,church,noun,教堂；教会
高考3500词,cigar,noun,雪茄烟
高考3500词,cigarette,noun,纸烟，香烟
高考3500词,cinema,noun,电影院；电影
高考3500词,circle,noun/verb,圆圈 将……圈起来
高考3500词,circus,noun,马戏团
高考3500词,citizen,noun,公民；居民
高考3500词,city,noun,市，城市，都市
高考3500词,civil,adjective,国内的；；民用的
高考3500词,civilization,noun,文明
高考3500词,clap,verb,拍手； 鼓掌
高考3500词,clarify,noun,清楚，透明
高考3500词,class,noun,（学校里的）班；课
高考3500词,classic,adjective,传统的；古典的
高考3500词,classify,verb,分类
高考3500词,classmate,noun,同班同学
高考3500词,classroom,noun,教室
高考3500词,clean,verb,弄干净， a. 清洁的
高考3500词,cleaner,noun,清洁工；清洁剂
高考3500词,clear,adjective,清晰的；清楚的
高考3500词,clerk,noun,书记员；办事员；职员
高考3500词,clever,adjective,聪明的，伶俐的
高考3500词,click,verb,点击（计算机用语）
高考3500词,climate,noun,气候
高考3500词,climb,verb,爬，攀登
高考3500词,clinic,noun,诊所
高考3500词,clock,noun,钟
高考3500词,clone,noun,克隆
高考3500词,close,adjective,亲密的；靠近 ad. 靠近
高考3500词,close,verb,关，关闭
高考3500词,cloth,noun,布
高考3500词,clothes,noun,衣服；各种衣物
高考3500词,clothing,noun,(总称) 衣服
高考3500词,cloud,noun,云；云状物；阴影
高考3500词,cloudy,adjective,多云的，阴天的
高考3500词,club,noun,俱乐部；纸牌中的梅花
高考3500词,coach,noun,教练；马车；长途车
高考3500词,coal,noun,煤；煤块
高考3500词,coast,noun,海岸；海滨
高考3500词,coat,noun,外套；
高考3500词,cock,noun,公鸡
高考3500词,coffee,noun,咖啡
高考3500词,coin,noun,硬币
高考3500词,coincidence,noun,巧合
高考3500词,coke,noun,可口可乐
高考3500词,cold,adjective,冷的，寒的 n感冒
高考3500词,collar,noun,衣领； 硬领
高考3500词,colleague,noun,同事
高考3500词,collect,verb,收集，搜集
高考3500词,collection,noun,收藏品，收集物
高考3500词,college,noun,学院；专科学校
高考3500词,collision,noun,碰撞，冲突
高考3500词,comb,noun,梳子 v. 梳
高考3500词,combine,verb,使联合；使结合
高考3500词,comedy,noun,喜剧
高考3500词,comfort,noun,安慰； 慰问
高考3500词,comfortable,adjective,舒服的
高考3500词,command,noun/verb,命令
高考3500词,comment,noun,评论
高考3500词,common,adjective,普通的，共有的
高考3500词,communicate,verb,交际；传达
高考3500词,communication,noun,交际；交往；通讯
高考3500词,communism,noun,共产主义
高考3500词,companion,noun,同伴；同事
高考3500词,company,noun,公司
高考3500词,compare,verb,比较，对照
高考3500词,compensate,verb,偿还，补偿
高考3500词,compete,verb,比赛，竞赛
高考3500词,competence,noun,能力
高考3500词,competition,noun,比赛，竞赛
高考3500词,complete,adjective,完成的 vt. 完成，结束
高考3500词,complex,adjective,复杂的
高考3500词,composition,noun,作文；作曲
高考3500词,comprehension,noun,理解，理解力
高考3500词,compromise,noun,妥协
高考3500词,compulsory,adjective,必须做的，必修的
高考3500词,concentrate,verb,集中，专心
高考3500词,concept,noun,观念，概念
高考3500词,concern,verb,涉及，关心
高考3500词,computer,noun,电子计算机
高考3500词,concert,noun,音乐会；演奏会
高考3500词,conclude,verb,完成，结束
高考3500词,conclusion,noun,结论；结束
高考3500词,concrete,adjective,具体的
高考3500词,condition,noun,条件，状况
高考3500词,conduct,verb,引导，带领
高考3500词,conductor,noun,售票员，列车员；乐队指挥
高考3500词,conference,noun,（正式的）会议
高考3500词,confident,adjective,有信心的
高考3500词,conflict,noun,矛盾，冲突
高考3500词,congratulate,verb,祝贺
高考3500词,confuse,verb,搞乱，使。。糊涂
高考3500词,congratulation,noun,祝贺，庆贺
高考3500词,connect,verb,连接，把……联系起来
高考3500词,connection,noun,连接物；接触，联系
高考3500词,conscience,noun,良心
高考3500词,consequence,noun,结果，后果
高考3500词,conservation,noun,保存；保护
高考3500词,conservative,adjective/noun,保守，守旧的；保守主义
高考3500词,consider,verb,考虑
高考3500词,considerate,adjective,体贴的
高考3500词,consideration,noun,考虑；关心
高考3500词,consist,verb,包含，组成，构成
高考3500词,consistent,adjective,一致的，调和的
高考3500词,constitution,noun,章程，宪法
高考3500词,constant,adjective,经常的，不断的
高考3500词,construct,verb,构筑；建造，建设
高考3500词,construction,noun,建设；建筑物
高考3500词,consult,verb,参考，查阅
高考3500词,consume,verb,消耗，消费
高考3500词,contain,verb,包含；包括；能容纳
高考3500词,container,noun,容器
高考3500词,contemporary,adjective,当代的，同时代的
高考3500词,content,adjective,甘愿的，满意的
高考3500词,content,noun,内容
高考3500词,continent,noun,大陆，大洲；陆地
高考3500词,continue,verb,继续
高考3500词,contrary,noun/adjective,相反 相反的
高考3500词,contribute,verb,贡献
高考3500词,control,verb/noun,控制
高考3500词,controversial,adjective,有争论的
高考3500词,convenience,noun,便利
高考3500词,convenient,adjective,便利的，方便的
高考3500词,conversation,noun,谈话，交谈
高考3500词,convey,verb,搬运，传达
高考3500词,convince,verb,使。。 相信
高考3500词,cook,noun,炊事员，厨师 v. 烹调
高考3500词,cooker,noun,炊具(锅、炉灶、烤炉等)
高考3500词,cookie,noun,小甜饼
高考3500词,cool,adjective,凉的，凉爽的；酷
高考3500词,cooperate,verb,合作，协作
高考3500词,copy,noun,抄本，副本；v. 抄写；复印
高考3500词,corn,noun,玉米，谷物
高考3500词,corner,noun,角；角落；拐角
高考3500词,correct,verb,改正；纠正 a. 正确的
高考3500词,cost,noun,价格
高考3500词,cottage,noun,(郊外的)小屋，村舍；别墅
高考3500词,cotton,noun,棉花 a. 棉花的
高考3500词,cough,noun/verb,咳嗽
高考3500词,could,,（can的过去式）
高考3500词,count,verb,数，点数
高考3500词,counter,noun,柜台，结账处
